Hotel/Resort Name,Type of Residence,Area,Rating,Rating,Reviews,Booking website 1,Booking website 1_Price,Booking website 2,Booking website 2 -Price,Booking website 3,Booking website 3 -Price,Cancellation Details,Breakfast Provision,Payement option,Discount
Saddleback Motor Inn Rangeley,,Rangeley,8,     Very good  ,15,Booking.com,13608,Agoda,13608,,,Free cancellation,Breakfast included,,Our lowest price
Best Western Brewton Inn,,Brewton,8.9,     Excellent  ,709,Booking.com,10432,Hotels.com,10432,,,Free cancellation,Breakfast included,Breakfast included,15%
Hampton Inn & Suites Saginaw,Hotel,Saginaw,8.7,     Excellent  ,2130,Booking.com,10321,Hampton Inn,10322,,,Free cancellation,Breakfast included,,Our lowest price
Holiday Inn Express & Suites Mountain Home,Hotel,Mountain Home,8.3,     Very good  ,1566,Booking.com,11517,Holiday Inn Express,11517,Trip.com,11077,Free cancellation,Breakfast included,Breakfast included,
Chestnut Mountain Resort,Hotel,Galena,8.1,     Very good  ,2161,Hotel site,8795,Booking.com,10994,Trip.com,8161,Free cancellation,Breakfast included,,32%
La Quinta Inn & Suites La Verkin - Gateway To Zion,,La Verkin,8.4,     Very good  ,3264,Booking.com,9255,Hotels.com,9463,La Quinta,9254,Free cancellation,Breakfast included,Breakfast included,
Holiday Inn Express & Suites Magee,Hotel,Magee,8.6,     Excellent  ,849,Holiday Inn Express,12045,Hotels.com,12045,Priceline,11920,Free cancellation,Breakfast included,Breakfast included,
Wingate By Wyndham Loveland Johnstown,Hotel,Loveland,8.5,     Excellent  ,3395,Booking.com,9080,Hotels.com,9080,Trip.com,8059,Free cancellation,Breakfast included,Breakfast included,10%
Holiday Inn Express Breezewood,Hotel,Breezewood,9.1,     Excellent  ,1737,Booking.com,13394,Holiday Inn Express,12456,Holiday Inn Express,12456,Free cancellation,Breakfast included,Breakfast included,
Best Western Brandywine Inn & Suites,Hotel,Monticello,8.5,     Excellent  ,1149,Booking.com,13982,Trip.com,13984,ZenHotels.com,13980,Free cancellation,Breakfast included,Breakfast included,
SpringHill Suites Prince Frederick,Hotel,Prince Frederick,8.3,     Very good  ,1855,Booking.com,9345,Hotels.com,9345,Springhill Suites,9260,Free cancellation,Breakfast included,,20%
Hampton Inn Kansas City The Legends,Hotel,Kansas City,7.9,     Good  ,1729,Hotels.com,11821,Hampton Inn,11820,Agoda,11819,Free cancellation,Breakfast included,Breakfast included,
Holiday Inn Express & Suites Harrison,Hotel,Harrison,8.8,     Excellent  ,1286,Holiday Inn Express,13283,Hotels.com,13341,,,Free cancellation,Breakfast included,,Our lowest price
Cambria hotel & suites Raleigh Durham Airport,Hotel,Morrisville,8.2,     Very good  ,2661,Booking.com,12593,Hotels.com,9955,Trip.com,9382,Free cancellation,Breakfast included,Breakfast included,
Econo Lodge,Hotel,Shelbyville,7.8,     Good  ,827,Booking.com,11652,lol.travel,12206,,,Free cancellation,Breakfast included,,Our lowest price
Quality Inn St Robert - Ft Leonard Wood,Hotel,Saint Robert,8.4,     Very good  ,2561,Booking.com,7640,Hotels.com,7804,Destinia,7078,Free cancellation,Breakfast included,Breakfast included,
Sleep Inn & Suites,Hotel,Smithfield,9,     Excellent  ,2633,Booking.com,8366,Hotels.com,8306,ZenHotels.com,8304,Free cancellation,Breakfast included,Breakfast included,
Hampton Inn & Suites Walla Walla,Hotel,Walla Walla,8.9,     Excellent  ,2134,Booking.com,11835,Hampton Inn,11836,,,Free cancellation,Breakfast included,,Our lowest price
Hotel Quality Inn & Suites Lodi,Hotel,Lodi,8.4,     Very good  ,1796,Booking.com,6498,Hotels.com,6498,Trip.com,5083,Free cancellation,Breakfast included,Breakfast included,18%
Fairfield Inn & Suites Greenwood,Hotel,Greenwood,8.6,     Excellent  ,666,Booking.com,16537,Trip.com,16540,,,Free cancellation,Breakfast included,,Our lowest price
Hampton Inn Eden,Hotel,Eden,8.7,     Excellent  ,783,Booking.com,16498,Hampton Inn,16500,Priceline,16455,Free cancellation,Breakfast included,,Lower than hotel site
Comfort Inn & Suites Tifton Georgia,Hotel,Tifton,8.9,     Excellent  ,1958,Booking.com,11529,Hotels.com,11529,Priceline,11528,Free cancellation,Breakfast included,,
Fairfield Inn & Suites Oskaloosa,,Oskaloosa,8.8,     Excellent  ,308,Booking.com,13642,Hotels.com,13889,Agoda,13641,Free cancellation,Breakfast included,Breakfast included,11%
Sleep Inn & Suites,Hotel,Dayton,9.1,     Excellent  ,757,Booking.com,13635,Hotels.com,13648,Trip.com,12415,Free cancellation,Breakfast included,,
Hampton Inn Elizabeth City,Hotel,Elizabeth City,8.9,     Excellent  ,1686,Booking.com,13590,Hampton Inn,13591,Priceline,13512,Free cancellation,Breakfast included,Breakfast included,15%
Grand Hinckley Inn,,Hinckley,7.9,     Good  ,643,Hotels.com,7257,,7256,ZenHotels.com,7256,Free cancellation,Breakfast included,,
Comfort Inn - Weatherford,Hotel,Weatherford,8.3,     Very good  ,370,Booking.com,10919,Hotels.com,10919,,,Free cancellation,Breakfast included,,Our lowest price
Riverside Inn,Hotel,Grants Pass,9.2,     Excellent  ,2862,Booking.com,12659,Hotels.com,11455,Hotels.com,11455,Free cancellation,Breakfast included,Breakfast included,
Super 8 Manistee,Hotel,Manistee,8.3,     Very good  ,2693,Booking.com,7668,Hotels.com,7668,ZenHotels.com,7667,Free cancellation,Breakfast included,Breakfast included,13%
Boulders Inn & Suites - Atlantic,Hotel,Atlantic,8.7,     Excellent  ,718,Hotels.com,9979,Booking.com,9979,Trip.com,9132,Free cancellation,Breakfast included,Breakfast included,
My Place Hotel-Brookings  SD,,Brookings,9.1,     Excellent  ,1146,Hotels.com,10028,Booking.com,9553,Trip.com,9174,Free cancellation,Breakfast included,,
Baymont Inn & Suites McComb,Hotel,McComb,7.9,     Good  ,1447,Booking.com,8148,Baymont,8148,Priceline,8045,Free cancellation,Breakfast included,Breakfast included,
Hampton Inn & Suites Bastrop,Hotel,Bastrop,8.6,     Excellent  ,2249,Booking.com,13705,Hampton Inn,13706,,,Free cancellation,Breakfast included,,Our lowest price
Avista Resort,Resort,North Myrtle Beach,8.5,     Excellent  ,2751,Hotels.com,12551,Booking.com,14894,ZenHotels.com,12549,Free cancellation,Breakfast included,,18%
Fairfield Inn & Suites Hollister,Hotel,Hollister,8.7,     Excellent  ,1437,Booking.com,10967,Fairfield Inn,10992,Agoda,10966,Free cancellation,Breakfast included,,28%
Holiday Inn Express & Suites Mt. Juliet-Nashville Area,Hotel,Mount Juliet,8.9,     Excellent  ,2457,Booking.com,10819,Holiday Inn Express,10773,Holiday Inn Express,10773,Free cancellation,Breakfast included,Breakfast included,
Super 8 Battle Mountain,,Battle Mountain,7.7,     Good  ,679,Booking.com,10390,Hotels.com,10390,Priceline,10389,Free cancellation,Breakfast included,Breakfast included,
La Quinta Inn & Suites Big Spring,Hotel,Big Spring,8.3,     Very good  ,1986,Booking.com,12227,Hotels.com,12226,ZenHotels.com,12224,Free cancellation,Breakfast included,Breakfast included,
Comfort Inn Blairsville,Hotel,Blairsville,8.4,     Very good  ,1679,Booking.com,12908,Trip.com,12822,Trip.com,12822,Free cancellation,Breakfast included,Breakfast included,
Drury Inn & Suites Amarillo,,Amarillo,9.1,     Excellent  ,4270,Booking.com,10528,Hotels.com,9475,Trip.com,8826,Free cancellation,Breakfast included,Breakfast included,
New Bedford Harbor  An As,,New Bedford,8.6,     Excellent  ,1454,Hotels.com,13090,Booking.com,13090,Trip.com,13061,Free cancellation,Breakfast included,Breakfast included,15%
Best Western Mimbres Valley Inn,Hotel,Deming,8.3,     Very good  ,1423,Booking.com,8410,Hotels.com,8437,Agoda,8316,Free cancellation,Breakfast included,,
Holiday Inn Batesville,Hotel,Batesville,8.3,     Very good  ,1943,Booking.com,8379,Holiday Inn,8379,Priceline,8272,Free cancellation,Breakfast included,,22%
Hampton Inn Wilkesboro,Hotel,Wilkesboro,9.1,     Excellent  ,1104,Booking.com,11532,Hampton Inn,11533,Priceline,11497,Free cancellation,Breakfast included,,Lower than hotel site
Holiday Inn Express & Suites Perry,Hotel,Perry,8.2,     Very good  ,1230,Holiday Inn Express,9212,Booking.com,9212,ZenHotels.com,9211,Free cancellation,Breakfast included,Pay at the property,
Comfort Inn & Suites,,Charlottesville,8.6,     Excellent  ,306,Booking.com,11514,Hotels.com,10405,Trip.com,9972,Free cancellation,Breakfast included,Breakfast included,
Hampton Inn & Suites Marshfield,,Marshfield,8.5,     Excellent  ,2822,Booking.com,13231,Hampton Inn,13232,Hotels.com,10745,Free cancellation,Breakfast included,,Lower than hotel site
Holiday Inn Express & Suites Port Lavaca,Hotel,Port Lavaca,8.6,     Excellent  ,857,Booking.com,13166,Hotels.com,13166,ZenHotels.com,13165,Free cancellation,Breakfast included,Breakfast included,
Holiday Inn Express Dublin,Hotel,Dublin,8.6,     Excellent  ,1426,Booking.com,12025,Holiday Inn Express,11843,ZenHotels.com,11841,Free cancellation,Breakfast included,Breakfast included,
Hampton Inn Gallipolis,Hotel,Gallipolis,8.7,     Excellent  ,1250,Booking.com,13794,Hampton Inn,13764,Agoda,13428,Free cancellation,Breakfast included,Breakfast included,10%
Hampton Inn Yazoo City,Hotel,Yazoo City,8.4,     Very good  ,984,Hotels.com,13247,Hampton Inn,13248,Priceline,13127,Free cancellation,Breakfast included,Pay at the property,Lower than hotel site
Days Inn And Suites Cabot,Hotel,Cabot,8.1,     Very good  ,1051,Booking.com,11007,Hotels.com,11007,Priceline,10968,Free cancellation,Breakfast included,Pay at the property,
Hampton Inn & Suites Wells  NV,,Wells,9.2,     Excellent  ,1716,Hotels.com,13021,Hampton Inn,13023,,,Free cancellation,Breakfast included,,Our lowest price
DoubleTree by Hilton Campbell - Pruneyard Plaza,Hotel,Campbell,8.5,     Excellent  ,2744,Booking.com,15713,Doubletree US,15714,Hotels.com,15712,Free cancellation,Breakfast included,Pay at the property,Lower than hotel site
Hampton Inn & Suites Mount Pleasant,Hotel,Mount Pleasant,8.8,     Excellent  ,1155,Booking.com,14194,Hampton Inn,14195,,,Free cancellation,Breakfast included,,Our lowest price
Holiday Inn Express & Suites Plainview,Hotel,Plainview,8.2,     Very good  ,981,Holiday Inn Express,12509,Booking.com,13543,ZenHotels.com,12507,Free cancellation,Breakfast included,Pay at the property,Book with the hotel
Holiday Inn Express & Suites Nevada,Hotel,Nevada,9,     Excellent  ,797,Holiday Inn Express,11943,Hotels.com,11942,Hotels.com,11942,Free cancellation,Breakfast included,Breakfast included,
Mainstay Suites,Hotel,Logan,9,     Excellent  ,1168,Hotels.com,12492,Booking.com,13620,,,Free cancellation,Breakfast included,,Our lowest price
Cobblestone Hotel & Suites - Salem,Hotel,Salem,8.7,     Excellent  ,837,Hotels.com,9321,Booking.com,8959,Trip.com,8838,Free cancellation,Breakfast included,Breakfast included,
Fairfield By Marriott Inn & Suites Clear Lake,,Clear Lake,8.5,     Excellent  ,133,Booking.com,13890,Fairfield Inn,13889,Trip.com,11836,Free cancellation,Breakfast included,Breakfast included,
Hampton Inn Milford,Hotel,Milford,8.5,     Excellent  ,2028,Booking.com,9032,Hampton Inn,9032,Hotels.com,9031,Free cancellation,Breakfast included,Breakfast included,23%
Quality Inn,,Charleston,8.6,     Excellent  ,1097,Hotels.com,8380,Booking.com,7534,Priceline,7475,Free cancellation,Breakfast included,,
Silver Birches,,Hawley,8.3,     Very good  ,385,Hotels.com,21554,Booking.com,19895,Booking.com,19895,Free cancellation,Breakfast included,,
Comfort Inn & Suites Amarillo,Hotel,Amarillo,8.3,     Very good  ,2707,Booking.com,6997,Hotels.com,6997,Trip.com,6793,Free cancellation,Breakfast included,,
Holiday Inn Express & Suites North Fremont,Hotel,Fremont,8.7,     Excellent  ,1217,Holiday Inn Express,12300,Hotels.com,13666,,,Free cancellation,Breakfast included,Pay at the property,21%
Palm Canyon Hotel & RV Resort,Hotel,Borrego Springs,8.6,     Excellent  ,2437,Booking.com,11066,Hotels.com,12361,,,Free cancellation,Breakfast included,,Our lowest price
Comfort Inn & Suites Raphine,Hotel,Raphine,7.6,     Good  ,1069,Booking.com,9782,Hotels.com,9808,,,Free cancellation,Breakfast included,,Our lowest price
Holiday Inn Express Canandaigua - Finger Lakes,Hotel,Canandaigua,8.6,     Excellent  ,2241,Booking.com,10264,Holiday Inn Express,10264,ZenHotels.com,10069,Free cancellation,Breakfast included,,42%
Stoney Creek - St Joseph,Hotel,Saint Joseph,8.8,     Excellent  ,2642,Booking.com,14797,Hotels.com,14914,Trip.com,12887,Free cancellation,Breakfast included,Breakfast included,
Comfort Suites Leesburg,Hotel,Leesburg,8.9,     Excellent  ,2059,Booking.com,11290,Hotels.com,10725,Trip.com,10283,Free cancellation,Breakfast included,Pay at the property,
Fairfield Inn & Suites Goshen,,Goshen,8.7,     Excellent  ,376,Booking.com,11638,Hotels.com,9974,Hotels.com,9974,Free cancellation,Breakfast included,Breakfast included,
Dover Downs Hotel & Casino,Hotel,Dover,8.4,     Very good  ,2652,Booking.com,9360,Hotels.com,9360,ZenHotels.com,9359,Free cancellation,Breakfast included,,
La Quinta Inn & Suites Bismarck,Hotel,Bismarck,8.8,     Excellent  ,2510,Hotels.com,9979,Booking.com,9979,Trip.com,8232,Free cancellation,Breakfast included,Breakfast included,
Hotel Cactus Petes Resort Casino,Hotel,Jackpot,7.9,     Good  ,3290,Hotels.com,8022,Booking.com,7190,Agoda,6377,Free cancellation,Breakfast included,,
Hotel Comfort Inn Airport,,South Portland,7.8,     Good  ,154,Booking.com,8074,Trip.com,8076,,,Free cancellation,Breakfast included,Breakfast included,39%
Hampton Inn Seymour,Hotel,Seymour,9.1,     Excellent  ,1759,Booking.com,16352,Hampton Inn,16354,,,Free cancellation,Breakfast included,,Our lowest price
La Quinta Inn & Suites Conroe,Hotel,Conroe,8.9,     Excellent  ,1996,Booking.com,9311,Hotels.com,9311,,,Free cancellation,Breakfast included,,Our lowest price
The Dalles Inn,Hotel,The Dalles,8,     Very good  ,2552,Booking.com,8612,Fairfield Inn,14491,Trip.com,8144,Free cancellation,Breakfast included,Pay at the property,Lower than hotel site
Holiday Inn Express & Suites North East Erie I-90 Exit 41,Hotel,North East,8.6,     Excellent  ,2525,Booking.com,9875,Holiday Inn Express,9963,ZenHotels.com,9874,Free cancellation,Breakfast included,,Lower than hotel site
Holiday Inn Express & Suites Plano East,Hotel,Plano,9,     Excellent  ,1446,Booking.com,7515,Holiday Inn Express,7515,ZenHotels.com,7514,Free cancellation,Breakfast included,,
Super 8 Houghton Lake,Hotel,Houghton Lake,7.7,     Good  ,1835,Booking.com,6922,Super 8,6921,Agoda,6793,Free cancellation,Breakfast included,Breakfast included,16%
Holiday Inn Express & Suites Baton Rouge North,Hotel,Zachary,8.5,     Excellent  ,799,Hotels.com,11682,Booking.com,13384,,,Free cancellation,Breakfast included,,Our lowest price
La Quinta Inn & Suites Las Cruces Organ Mountain,Hotel,Las Cruces,8.1,     Very good  ,3430,Booking.com,7847,Hotels.com,7830,Priceline,7800,Free cancellation,Breakfast included,Breakfast included,
Tombstone Grand Hotel,Hotel,Tombstone,7.7,     Good  ,2638,Booking.com,9545,Hotels.com,9616,Priceline,8695,Free cancellation,Breakfast included,Pay at the property,
Retro Inn @ Mesa Verde,,Cortez,9.1,     Excellent  ,532,Booking.com,8190,Trip.com,7131,Trip.com,7131,Free cancellation,Breakfast included,Pay at the property,19%
Holiday Inn Express & Suites Kerrville,Hotel,Kerrville,8.7,     Excellent  ,1857,Holiday Inn Express,13166,Trip.com,15991,,,Free cancellation,Breakfast included,Breakfast included,11%
Best Western Premier Boulder Falls Inn,Hotel,Lebanon,9.4,     Excellent  ,2238,Booking.com,14642,Hotels.com,14641,ZenHotels.com,14640,Free cancellation,Breakfast included,Breakfast included,
Grand Vista Hotel,Hotel,Parachute,8.4,     Very good  ,2465,Booking.com,6799,Agoda,5257,Agoda,5257,Free cancellation,Breakfast included,Pay at the property,
Comfort Inn Lone Pine,Hotel,Lone Pine,7.8,     Good  ,743,Booking.com,14243,Agoda,14243,Destinia,11914,Free cancellation,Breakfast included,,29%
Holiday Inn Express & Suites Bedford,Hotel,Bedford,8.5,     Excellent  ,1147,Holiday Inn Express,11185,Booking.com,15846,,,Free cancellation,Breakfast included,Breakfast included,16%
Holiday Inn Express & Suites Blythewood,Hotel,Blythewood,8.3,     Very good  ,1913,Booking.com,11746,Holiday Inn Express,11745,Holiday Inn Express,11745,Free cancellation,Breakfast included,,
Hampton Inn & Suites Exmore Eastern Shore,Hotel,Exmore,8.4,     Very good  ,1968,Booking.com,9078,Hampton Inn,9161,Agoda,9077,Free cancellation,Breakfast included,Breakfast included,25%
Quality Inn Deming,Hotel,Deming,8.7,     Excellent  ,2685,Booking.com,9294,Hotels.com,9294,Trip.com,7678,Free cancellation,Breakfast included,Breakfast included,
Embassy Suites by Hilton Fayetteville Fort Bragg,Hotel,Fayetteville,9.1,     Excellent  ,2637,Hotels.com,19130,Springhill Suites,17333,Springhill Suites,17333,Free cancellation,Breakfast included,Breakfast included,
Comfort Inn Aikens Center,Hotel,Martinsburg,8.7,     Excellent  ,1907,Booking.com,10096,Hotels.com,10095,Trip.com,9621,Free cancellation,Breakfast included,,
Quality Inn,Hotel,Crossville,8.2,     Very good  ,1213,Booking.com,7633,Hotels.com,7632,Trip.com,6489,Free cancellation,Breakfast included,Breakfast included,
La Quinta Inn & Suites Stillwater -University Area,Hotel,Stillwater,8.6,     Excellent  ,2558,Hotels.com,8422,Booking.com,8386,Agoda,8385,Free cancellation,Breakfast included,Breakfast included,
Days Inn Holbrook,Hotel,Holbrook,8.2,     Very good  ,2698,Booking.com,7416,Hotels.com,7416,ZenHotels.com,7415,Free cancellation,Breakfast included,Breakfast included,
La Quinta Inn & Suites Santa Rosa,Hotel,Santa Rosa,8.1,     Very good  ,2590,Booking.com,12655,Trip.com,12615,Agoda,11852,Free cancellation,Breakfast included,,
Best Western Williamsport In,Hotel,Williamsport,7.4 ,     ,2388,Booking.com,9146,Hotels.com,7774,ZenHotels.com,7773,Free cancellation,Breakfast included,Breakfast included,
Holiday Inn Express Big Rapids,Hotel,Big Rapids,8.2,     Very good  ,2037,Booking.com,10070,Holiday Inn Express,10070,,,Free cancellation,Breakfast included,Breakfast included,14%
Baymont Inn & Suites Flagstaff,Hotel,Flagstaff,7.6,     Good  ,5081,Booking.com,6851,Hotels.com,6810,Trip.com,6479,Free cancellation,Breakfast included,Breakfast included,12%
